Time_s_,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Velo_x,Velo_y,Velo_z,Pos_x,Pos_y,Pos_z,sum_xyz,magnitude
0.3022852,-0.02932751,0.0201524,0.06884853,-0.01704417,0.1319466,0.01439629,0.0003066035,0.003217418,-0.002021499,0.6615775,1.616174,-0.2912809,0.05967342,0.077500594187062
0.3157554,0.02399345,0.03775476,0.04231413,-0.01660873,0.1321007,0.01433584,0.000526823,0.003404545,-0.001415898,0.6616118,1.616238,-0.2912832,0.1040623,0.061575907876463
0.3283153,0.01362855,-0.08727792,0.04307192,-0.01609781,0.1320692,0.01429014,0.0005820385,0.003477595,-0.000917785,0.6616256,1.616279,-0.2912742,-0.03057745,0.098276969136165
0.3451872,-0.04009201,-0.02494523,0.01909505,-0.01624624,0.1319773,0.01465465,0.000590213,0.002907425,-0.0007099114,0.6616271,1.61634,-0.2912986,-0.04594219,0.050933829368104
0.3581152,-0.0003037746,-0.04769741,0.02616015,-0.01626933,0.1318635,0.01471739,0.0004983234,0.002093978,-0.0002653296,0.6616473,1.616332,-0.2912916,-0.02184104,0.054401176815451
0.3715286,-0.04640614,-0.01819157,0.08458675,-0.0161911,0.1317495,0.01463757,0.0009010265,0.001752724,0.0002947637,0.6616702,1.616342,-0.2912619,0.01998904,0.098180356053656
0.3838768,0.03692772,-0.005039689,0.05419942,-0.01603252,0.1317872,0.01465812,0.0009401871,0.001710675,0.001069151,0.6617146,1.616357,-0.2912135,0.08608745,0.06577714087951
0.3986778,-0.01760551,-0.04241172,0.07467713,-0.01568299,0.1315325,0.01491965,0.001079721,0.001461841,0.002045981,0.6617143,1.616356,-0.2911205,0.0146599,0.087666309893899
0.417161,0.04936277,-0.06889388,0.02074556,-0.0159052,0.1312651,0.01489772,0.0009942076,0.001203284,0.002927916,0.661752,1.61637,-0.2910439,0.001214446,0.087254957864
0.4275174,0.0532098,-0.0722241,0.008749846,-0.01600056,0.1311195,0.01492767,0.001087841,0.0005862079,0.003094585,0.6617758,1.616358,-0.2909985,-0.01026445,0.090134139029529
0.4394188,-0.02165483,-0.04553524,0.02561543,-0.01621281,0.1307877,0.01495944,0.001281841,-3.421824E-05,0.003246294,0.6617804,1.616326,-0.2909417,-0.04157464,0.056555640794639
0.4532328,-0.018964,-0.03791797,0.01745246,-0.0162386,0.130614,0.01492226,0.001297654,-0.0004640147,0.003529936,0.6618118,1.616287,-0.2908759,-0.03942952,0.045847510647422
