Time_s_,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Velo_x,Velo_y,Velo_z,Pos_x,Pos_y,Pos_z,sum_xyz,magnitude
1.049042E-05,-0.0332814,-0.008883956,-0.04152936,-0.04691758,-0.04754278,-0.007466616,-0.002094816,-0.001997377,0.0004325007,-0.07515383,1.570345,-0.2352211,0,0.053956132284625
0.05218458,0.01253493,-0.02678682,-0.02821254,-0.04685567,-0.04648294,-0.007230016,0.0003119617,0.001670383,-0.006986998,-0.07531381,1.570524,-0.2358031,0,0.040873041993444
0.0585556,0.04183299,-0.004422325,-0.06387772,-0.04637545,-0.04638761,-0.007341854,0.0004418232,0.001650812,-0.007275095,-0.07529402,1.570625,-0.2362151,0,0.076484761704206
0.08300257,0.01860632,-0.0401037,-0.01309844,-0.04610429,-0.04638694,-0.007373864,0.001041573,0.001673902,-0.008122745,-0.07527423,1.570678,-0.2363924,0,0.046109338340324
0.09241247,0.02756594,-0.0572503,-0.04738872,-0.04590176,-0.0463849,-0.007343049,0.001229939,0.001453899,-0.008482624,-0.07525253,1.570701,-0.2365229,0,0.079266442508882
0.1044168,0.03748823,-0.02220659,-0.03882615,-0.04586891,-0.04632941,-0.007281028,0.001564714,0.0011746,-0.008836997,-0.07521582,1.570723,-0.2366642,0,0.058360693571338
0.1179929,0.04769872,-0.0373629,-0.002317493,-0.0457496,-0.04626889,-0.007150715,0.001878302,0.0008658153,-0.008825073,-0.07517886,1.570742,-0.2368014,0,0.060634354763818
0.1341553,0.01828863,-0.03595215,0.005334395,-0.04557801,-0.04641454,-0.007097743,0.002323968,0.0004670259,-0.008759086,-0.0751543,1.570752,-0.2369378,0,0.040687672324939
0.1472616,0.02465234,-0.06654328,0.02061919,-0.04555081,-0.04638954,-0.006977371,0.002813196,3.452797E-05,-0.008819948,-0.07509232,1.570752,-0.2370896,0,0.073897882618517
0.1597118,-0.009423008,-0.03303062,-0.002581389,-0.04560274,-0.04646348,-0.006955437,0.003162437,-0.0004799289,-0.00879099,-0.07503057,1.570739,-0.2372032,0,0.034445295452036
0.1733074,0.01357415,-0.03273754,-0.01443663,-0.04569128,-0.0465896,-0.0068658,0.003151922,-0.0009020285,-0.008629727,-0.07498717,1.570724,-0.2373081,0,0.038267742799029
0.1937695,0.02184773,-0.03132576,-0.02683219,-0.04578416,-0.04665253,-0.00681451,0.003346592,-0.001156574,-0.008618834,-0.07494545,1.570719,-0.2374233,0,0.046675404101529
0.2029734,-0.03330515,-0.02586606,0.01870165,-0.04583574,-0.04673305,-0.006793235,0.003343542,-0.001113256,-0.008639006,-0.07490778,1.570715,-0.2375423,0,0.046130665765013
0.2149944,-0.0113716,-0.05334165,0.01284052,-0.04580726,-0.04678881,-0.006784227,0.003297258,-0.001297544,-0.008543023,-0.07486916,1.570698,-0.2376453,0,0.056031457304082
0.229331,-0.04925998,0.001553979,0.03724661,-0.04582199,-0.04683936,-0.006847839,0.003142771,-0.001151733,-0.008303715,-0.07482171,1.570703,-0.2377089,0,0.061775974955462
0.2487125,0.04071735,0.03220056,-0.0167284,-0.04573158,-0.04691321,-0.007009793,0.002581926,-0.0006968308,-0.007502426,-0.07480526,1.570729,-0.2377314,0,0.054540059221532
0.2580905,0.01723075,-0.03201858,0.02211523,-0.0456458,-0.04685834,-0.007125669,0.002450069,-0.0004604583,-0.007327527,-0.07478619,1.570745,-0.2378265,0,0.042557860191452
0.270472,-0.05492713,-0.01345065,0.03776385,-0.04551097,-0.04679865,-0.00705805,0.001867121,-0.0001824078,-0.006916179,-0.07480454,1.570771,-0.2379035,0,0.068000131568741
0.2843399,-0.05311581,0.1623042,0.001898842,-0.04539002,-0.04675134,-0.007000514,0.001284735,0.000684949,-0.006428184,-0.07481599,1.570832,-0.2379556,0,0.170785128477113
0.3005176,-0.03042131,-0.01714826,-0.00568167,-0.04540063,-0.04661092,-0.007164689,0.001047285,0.0002085835,-0.00592524,-0.07478976,1.570807,-0.2379748,0,0.035380789086674
0.3176022,-0.021971,-0.0489579,-0.03469157,-0.04542531,-0.04658059,-0.00716863,0.0005516878,-0.0004917378,-0.006051193,-0.07479167,1.570764,-0.2380418,0,0.063899184418557
0.3260808,-0.009757754,0.01532733,0.01514022,-0.04544948,-0.04644535,-0.007194644,0.0003948662,-0.000300237,-0.006046485,-0.07480431,1.57078,-0.2381315,0,0.023650943217003
0.3403702,-0.04190686,-0.0216576,-0.002389505,-0.04535984,-0.04635943,-0.007302338,0.0001577668,-5.761959E-05,-0.005995281,-0.07482576,1.570799,-0.238215,0,0.04723289260511
0.3558683,-0.04087035,0.02537334,0.001334467,-0.04534905,-0.04633192,-0.007415657,2.981265E-05,0.0002366968,-0.005961761,-0.07482362,1.57083,-0.2382722,0,0.048124558769547
0.3691063,-0.026959,0.01807937,-0.002857475,-0.04525151,-0.04635058,-0.007482179,3.999201E-05,0.0005369679,-0.005908706,-0.07481003,1.570865,-0.2383253,0,0.032585527723685
0.3817205,-0.0006897626,0.05428808,-0.01580901,-0.04519303,-0.04645449,-0.007448379,-4.378299E-05,0.001159903,-0.006006039,-0.07481456,1.570922,-0.2384029,0,0.056547292619697
0.3989282,-0.007362756,-0.007954746,0.01430918,-0.04489025,-0.04654611,-0.007471742,-9.568394E-05,0.001605991,-0.00597861,-0.07483888,1.570978,-0.2384982,0,0.017951067099038
0.4155297,0.009871227,-0.01361437,0.009058765,-0.04443235,-0.04671425,-0.007545535,-0.0001975884,0.002221237,-0.005988152,-0.07487416,1.571042,-0.2385896,0,0.019101137457728
