1.00132,0.04936848,-0.03722175,0.03627219,0.08619637,0.03215611,-0.002605173,-0.003613387,-0.0007629462,0.003980293,0.1836394,1.77731,-0.09291396,0.04841892,0.071682475471848
1.014982,0.04521955,-0.04482614,0.0006716289,0.08631102,0.03222951,-0.002488246,-0.00316092,-0.0009602085,0.004444391,0.1836408,1.777292,-0.09282151,0.001065042,0.063676062954858
1.031363,0.05502021,-0.008701462,0.008217439,0.08648035,0.03236014,-0.002509559,-0.002388957,-0.001368745,0.004626952,0.1836547,1.77725,-0.0927262,0.05453618,0.056306880427306
1.045115,0.04251854,-0.03254461,-0.02046715,0.08675256,0.03245103,-0.002598061,-0.001894785,-0.001528255,0.004514629,0.1836492,1.777231,-0.09266666,-0.01049322,0.057322613760328
1.060447,0.03887316,-0.001100346,-0.02627904,0.08689099,0.03259626,-0.002566662,-0.001592271,-0.001906827,0.004451333,0.1836365,1.777197,-0.09260944,0.01149378,0.046935287644943
1.071227,-0.002899518,-0.07458857,-0.0312859,0.08724172,0.03274912,-0.002545966,-0.001630395,-0.001837048,0.004021604,0.1836108,1.77719,-0.09257653,-0.108774,0.080936203973538
1.091818,-0.0695709,-0.01587222,-0.001946136,0.08748715,0.03285111,-0.002563226,-0.00171599,-0.002345804,0.003287527,0.1835753,1.77715,-0.09255555,-0.08738926,0.071385046397514
1.100604,-0.03076479,0.03804719,-0.01548458,0.0876646,0.03288639,-0.002512859,-0.00209758,-0.002297377,0.003180263,0.1835397,1.777129,-0.09252164,-0.008202179,0.051320889627757
1.112505,-0.04263142,0.02472077,-0.01824197,0.08767466,0.03275284,-0.002425797,-0.002139435,-0.001991317,0.002779953,0.183516,1.777138,-0.0924978,-0.03615263,0.052548302669418
1.126907,-0.02347543,-0.004771361,-0.05584769,0.08759627,0.03271145,-0.002353144,-0.002564831,-0.001867469,0.002551739,0.1834642,1.777147,-0.09246632,-0.08409448,0.060768626161599
1.146112,-0.07608309,-0.02788442,-0.004515149,0.08761197,0.03262389,-0.002288704,-0.003159087,-0.001936269,0.002031352,0.1833838,1.777138,-0.0924609,-0.1084827,0.081157647178536
1.156891,0.001951406,-0.03054865,-0.05326744,0.08768724,0.03247461,-0.002226391,-0.003345264,-0.002017464,0.001636781,0.1833211,1.777113,-0.09245816,-0.08186469,0.061436541408705
1.168355,0.0134028,-0.05409125,-0.05394913,0.0877941,0.03239471,-0.002181393,-0.003739578,-0.002166927,0.001254677,0.1832415,1.777085,-0.09246084,-0.09463758,0.077562924208135
1.182382,0.01923278,0.01985839,-0.06574456,0.08793167,0.03227228,-0.002140887,-0.003955529,-0.00226354,0.0007599869,0.1831704,1.77708,-0.09247389,-0.02665339,0.07132042598918
1.201811,0.02895262,0.006604745,-0.02499278,0.08799354,0.03210101,-0.002123215,-0.003775769,-0.002022349,0.0002782346,0.1831217,1.77709,-0.09249213,0.01056459,0.038813857198647
1.211929,-0.01481676,0.03077714,0.0210895,0.08802368,0.03201851,-0.002025787,-0.003600057,-0.001913271,0.0001113755,0.1830739,1.777062,-0.0925025,0.03704988,0.040143935200421
1.22815,0.02161385,0.04435023,0.02396271,0.08793523,0.03200671,-0.00200532,-0.003362586,-0.001271141,0.0001530265,0.1830324,1.77706,-0.09250334,0.08992679,0.054848092903873
1.23765,0.04540274,0.005439132,-0.01594834,0.08789816,0.03196096,-0.001889824,-0.003154006,-0.0007831844,0.0001574081,0.1829973,1.777074,-0.09250495,0.03489353,0.048428732260578
1.253829,0.02592804,-0.03962607,0.02324598,0.08770958,0.03188705,-0.001790057,-0.002632306,-0.0005270689,0.0003279558,0.1829885,1.7771,-0.0925006,0.009547956,0.052752858098029
1.267849,-0.01680012,-0.02516225,0.02419607,0.08768157,0.03184429,-0.00196249,-0.002286431,-0.0006009497,0.0002878906,0.1829726,1.777104,-0.09250513,-0.0177663,0.038740578721786
1.279622,0.02522974,-0.01605071,-0.007166289,0.08779328,0.03186145,-0.002048183,-0.002037745,-0.0009082719,0.0002605986,0.1829383,1.777084,-0.09250656,0.002012735,0.030749318216462
1.297113,0.06083983,-0.03545494,-0.009492632,0.08786544,0.03192249,-0.002080526,-0.001701804,-0.001462312,0.0001615905,0.1829125,1.777041,-0.09251407,0.01589226,0.071053836695544
1.313788,-0.0007353835,-0.04931567,-0.003408325,0.08801676,0.0319863,-0.001987845,-0.0008201899,-0.002285842,-6.379202E-05,0.1829399,1.776974,-0.09253791,-0.05345938,0.049438776727921
1.323425,0.05286286,-0.06204738,-0.0470312,0.08806414,0.03208247,-0.002028939,-0.0007802374,-0.002663683,-0.0002228291,0.1829332,1.77692,-0.09255406,-0.05621571,0.094107881270181
1.335369,0.02768482,-0.08099077,0.009267832,0.08835867,0.03219494,-0.001988124,-0.0006045157,-0.002840364,-0.0005093688,0.1829348,1.776874,-0.09258291,-0.04403812,0.086092081333587
1.349189,-0.009648753,-0.05702829,0.01034559,0.08842398,0.0321911,-0.001948658,-0.0002703156,-0.003264604,-0.0006153995,0.1829394,1.776826,-0.09260824,-0.05633146,0.058756752390883
1.36997,0.01931931,0.02454871,-0.00161699,0.08848499,0.03222957,-0.001959618,-0.0001548379,-0.002877662,-0.0007130394,0.1829284,1.776828,-0.09263751,0.04225104,0.031280820676741
